NAME	Memory CD4 T	B	CD14+ Mono	NK	CD8 T	Naive CD4 T	FCGR3A+ Mono	DC	Platelet
LYL1	1	192.615388149025	101.761737082126	1	1	1	177.553289201846	71.9096619079783	235.338124224712
LYN	1	188.83112992361	121.514099255984	159.057944169361	1	1	316.195174002701	88.6257802203134	70.2178581583261
LYPD2	1	1	1	1	1	1	581.259600038426	1	1
LYPLA2	36.3441821557161	1	1	46.3150768229933	1	1	1	1	1
LYRM4	1	21.7264359777111	1	1	1	34.4175170581132	1	22.4998791300046	1
LYST	1	1	14.7474970356254	1	1	1	34.6070542320662	1	1
LYZ	560.589154142175	617.184166435133	24514.658523292	529.672879231434	506.471623055321	583.696061263564	4435.65587478075	21320.8136359492	1872.45864037553
LZIC	1	1	1	1	1	1	31.2304421646614	20.9407655023713	1
MAD2L2	1	1	1	119.78121801753	1	1	32.3359619102842	52.0298116377988	1
MAF1	145.941693321223	296.827121703721	71.4357867732847	192.144291921215	144.000384119144	112.380900342264	85.334444248356	123.512706366033	1
MAFB	1	1	154.841044051114	1	1	1	164.929748048404	31.1389792694268	1
MAFG	1	1	1	1	1	1	1	34.0408965554362	44.8612954244116
MAGED2	57.1412127754939	1	1	63.7354191941637	51.6053473630143	1	38.9234107982344	17.0205124968307	156.219228683608
MAGEF1	1	1	1	148.351650745333	1	113.724639655627	1	196.838275670838	1
MAGEH1	110.893576064313	1	1	1	1	317.669062039612	1	1	1
MAL	431.085970544087	1	1	1	1	423.813443781257	1	1	1
MAP1LC3B2	1	1	1	142.937758522058	1	1	58.3918250488169	54.6602816279874	1
MAP2K1	52.5425042823289	1	36.6616130603727	43.8996124241126	56.0891154194136	1	1	36.6095618846838	12.8232576600124
MAP2K2	1	1	1	1	28.4138170555015	1	1	19.9017068234754	1
MAP3K7CL	1	1	1	1	1	1	1	1	257.937346285367
MAP3K8	1	1	1	57.9871436709077	1	1	28.063258701536	1	1
MAP4K1	35.1800130614288	1	1	1	1	1	1	47.9645942743244	1
MAP7D1	1	1	1	1	1	1	1	32.8066434749186	1
MAPK1	1	1	1	34.906505873666	23.7721874639078	1	22.8812645175581	1	1
MAPKAPK3	1	1	48.5987221067497	1	1	1	110.773305545619	32.6485886320102	1
MAPKAPK5.AS1	58.9607985601697	1	1	48.7663087333458	1	58.3203041169825	1	41.7178276137912	1
MAPRE2	1	1	1	36.7631245653795	1	1	1	1	123.525020208401
MARCKS	1	1	1	1	1	1	28.5562675301469	1	1
MARCO	1	1	96.1537000384254	1	1	1	33.2095018862893	1	1
MAST3	1	1	1	1	1	1	1	1	42.5443269766409
MAT2A	1	1	1	1	1	1	1	28.3572171205451	1
MAT2B	45.6069076340524	38.9678210772434	1	56.6166415128249	1	38.1000475649048	24.7499196367392	1	1
MATK	1	1	1	177.630803706866	103.53847257803	1	1	1	1
MAX	27.2940055051843	1	1	31.3856196424436	28.1688479815759	1	14.2200384326453	23.7216347941455	314.378743549089
MAZ	1	1	1	26.3052461265649	1	1	1	13.4572951265909	1
MBD2	1	1	1	1	1	1	39.6566587004871	1	1
MBD4	1	82.094777073969	1	1	1	1	1	12.7295905856446	1
MBNL1.AS1	1	1	1	1	1	1	1	1	171.763307720453
MBP	1	1	1	16.9251307658879	1	1	1	1	1
MCMBP	1	1	1	1	1	1	1	28.4072642259554	1
MCOLN1	1	1	1	1	1	1	26.6786784835092	1	1
MCTS1	55.9780941297333	1	1	76.3598454492295	1	1	40.2035948087054	42.4760670565856	1
MED11	86.5819513709196	90.6703752755025	1	96.4440451612173	114.019538612066	1	99.3313383548477	67.5513573350319	1
MED6	1	1	1	1	1	1	1	32.7851765782991	1
MED8	1	1	38.8684782987152	1	1	1	29.7971749067629	29.1540665879198	1
MEF2BNB	1	1	1	1	1	1	20.3276103086068	1	1
MEF2C	1	33.0458466708676	1	1	1	1	1	1	1
MEI1	26.396973770769	1	1	46.8476786046267	1	1	1	1	1
MEPCE	1	1	1	1	1	1	1	1	52.1396508054415
MESDC1	1	1	1	68.7309582055711	1	1	46.4485999147283	1	1
MESDC2	30.2201736247655	1	1	43.6467085458678	45.1469690461986	1	1	57.1723512989662	1
METAP2	37.7941505895793	41.009828145799	1	1	33.0374804750198	31.6746839681224	1	56.4221469217694	1
METTL5	88.3263511388772	76.2511228288262	1	1	73.6202380048587	63.1584410950128	46.8289906340482	20.6789250556045	1
MFF	20.7931622827769	26.3377151662087	1	1	1	1	1	1	43.4046789228301
MFNG	64.808267176558	1	1	72.0373543994105	61.7339186987342	75.0041513601186	42.9564366960844	34.5691539913712	83.1380156789229
MFSD1	1	1	1	1	1	1	1	16.5267982681496	334.662603238893
MFSD10	1	1	1	51.3868353398647	78.634151546931	1	1	1	1
MGAT2	70.39156896207	1	1	91.0542981727587	1	1	1	32.4128104623719	1
MGAT4A	39.3092558926316	1	1	1	26.2439193619991	40.16149048831	1	1	1
MGEA5	1	30.4677863376161	1	1	1	1	1	1	1
MGLL	1	1	1	1	1	1	1	1	33.0889429001808
MGST1	1	1	30.7435526093275	1	1	1	1	1	1
MGST2	1	1	1	1	1	1	1	86.758603295136	1
MIB2	1	1	1	30.4261896505318	25.225757262019	1	1	1	1
MICU2	41.8862096865026	1	1	1	1	1	1	30.2167991383917	1
MID1IP1	50.0266916743579	1	57.4421695293979	1	1	1	62.0112110358811	65.8751930659331	50.6667123650992
MIDN	1	1	56.193963070354	33.6726179550151	1	1	44.4451835567521	35.4027163233228	40.9290075279527
MIF4GD	1	1	1	74.447568933917	56.1046753635937	1	25.2833247271494	30.2520413382746	94.0868193445959
MIIP	1	1	1	1	1	1	24.8111814044267	28.5445102306192	1
MILR1	1	1	1	1	1	1	1	49.0512488521678	1
MIR24.2	1	1	329.846887058798	172.599803392526	1	1	159.858749747821	277.974961830176	1
MIR4435.1HG	1	1	1	1	1	1	1	9.97687280298968	23.8595235491825
MITD1	1	45.6816875991175	1	1	1	1	1	1	1
MKKS	40.6742085766393	1	46.637266315142	1	1	1	21.4587435621064	28.4331005914937	1
MLEC	1	1	1	1	1	1	1	47.6163382703399	1
MLH3	1	1	1	1	1	1	1	1	70.2014788060765
MLX	1	1	28.2438579054828	35.9568545150584	64.3506398073516	1	54.825616825739	42.426285549562	1
MMD	1	1	1	1	1	1	1	1	1071.43728367184
MNDA	1	1	318.412656839429	1	1	1	190.664661885724	295.435045726999	21.2295872801284
MOAP1	48.3004676729324	1	1	81.572939511247	36.8027939188394	46.0491970013926	1	1	1
MOB2	37.2933271697039	1	1	67.2073270762141	76.4631277058421	1	1	16.2484395541928	79.9383919071102
MOB3A	1	1	37.2230106913266	1	1	1	32.0763545975649	38.7810438902819	83.4239447117969
MOB3C	1	1	1	1	1	1	1	1	53.4996667489738
MOB4	29.9428820702199	1	1	54.2692039121389	1	1	1	21.5170544419432	1
MORF4L2	1	1	1	35.9695812716114	24.460498185416	1	1	1	1
MPEG1	1	1	148.80272325162	1	1	1	161.566921309576	107.433129869849	42.8738157278041
MPHOSPH10	1	1	1	1	1	86.6830867148376	1	21.5701140135692	1
MPHOSPH6	1	1	1	63.9362672414655	1	61.5197220722815	38.0266234625974	1	1
MPLKIP	32.7959464606463	1	32.6917757081353	1	1	1	30.7101066092354	28.1414166243113	1
MPP1	1	1	1	1	1	1	14.0040056427989	1	258.611412343361
MPST	1	1	1	1	1	1	1	16.1152892198809	127.160227136499
MRFAP1L1	52.0360025976659	1	1	1	60.4155715526581	1	1	1	1
MRPL10	1	1	1	42.3890055442442	40.1083911977739	1	28.4930693812398	1	48.4424052512069
MRPL15	1	1	66.8535704143535	1	1	1	81.0526251163243	151.768768890217	1
MRPL17	41.4598491878991	1	1	1	1	1	29.7482229261836	76.4273736946021	1
MRPL19	1	1	1	1	1	1	35.5900349116381	1	1
MRPL2	1	1	1	1	1	1	23.7021678995358	1	1
MRPL24	114.071721386951	1	1	139.137619635517	101.328208567443	1	1	81.4779455322351	1
MRPL27	1	1	46.9702081282207	47.2677861678781	1	1	57.4018057357576	59.6262182683094	1
MRPL3	56.8466894902903	45.4377940840213	1	1	46.2358387204477	59.9062833680148	26.1507477760173	55.5382239301813	1
MRPL32	65.9094215375849	65.8845798125034	30.5242793163188	59.2637006927666	96.6886751255934	1	37.1182669117419	1	1
MRPL36	71.2814278960903	1	58.3332783218999	128.819583584957	1	1	55.7886116401152	66.3832707351156	1
MRPL37	1	1	35.1064850409113	1	1	1	36.3313129917425	31.4707837703174	81.7776993585354
MRPL39	1	1	1	1	1	1	1	79.9814318048675	1
MRPL4	1	1	1	1	32.0003687044979	1	1	22.1758700497436	1
MRPL43	56.1315525753937	165.035054544868	57.797848388843	60.5641973979256	77.9897964599223	45.6291136135641	31.4582766578002	42.5292708126397	1
MRPL44	78.9891363489702	118.81200555006	87.4442041613963	1	1	1	93.6687807554955	30.114878775117	1
MRPL45	1	1	1	1	1	1	31.295481969548	69.7649622916575	1
MRPL47	91.5466277413876	1	59.5939936241927	175.003894901032	1	1	59.1284250444054	128.798955998548	1
MRPL48	28.1660670323909	1	1	1	1	1	27.1149555692895	1	1
MRPL49	1	1	1	35.561256896286	1	1	1	1	1
MRPL53	1	100.499394750732	62.766290380911	1	1	1	109.335902848629	74.5972596565303	1
MRPS10	86.6549817096672	1	1	1	110.705357439623	1	1	46.2186159220819	1
MRPS14	1	1	1	68.2293079697147	1	1	28.3174319603256	55.4187468743181	1
MRPS18A	1	124.028889993372	1	1	1	1	1	1	1
MRPS25	1	1	1	1	1	1	1	38.4594130284103	1
MRPS28	1	1	1	1	1	1	28.4669322658006	1	1
MRPS30	48.3456293476099	1	1	1	43.7271474905569	1	1	37.4547108062966	1
MRPS31	84.5989184197676	1	1	67.312542799527	123.640138562411	68.8216373084086	1	1	1
MRPS33	256.05328970847	1	1	1	1	65.5432279615722	39.0277495275291	46.9173693212927	1
MRPS35	57.4720439683115	56.8448808091285	50.0220203624916	1	1	70.1695078917277	50.9745731025757	25.3928555553005	1
MRPS36	57.919150949	1	1	1	1	1	26.5505080188222	50.8179746206776	1
MRPS5	1	1	1	40.7519513431693	1	1	23.2906638810534	16.9663969835045	1
MRPS9	76.1814935542534	1	1	93.4911529111069	1	1	1	71.7033546596713	1
MS4A1	1	477.096704473561	1	1	1	1	1	1	1
MS4A4A	1	1	1	1	1	1	146.603380834156	1	1
MS4A6A	1	1	202.694747994794	1	1	1	17.5593194776986	100.70845552472	1
MS4A7	1	1	57.6743234531375	1	1	1	387.63075024378	17.0011692116033	1
MSRA	1	1	1	1	1	1	38.2277606469198	43.1466739906553	1
MSRB1	1	1	166.458820062755	1	1	1	102.077248694804	99.0060012750488	63.2527984945179
MSRB2	1	1	96.9609123363193	1	1	1	60.7762365945172	57.5009551389996	1
MT.ND6	499.03437569323	1	225.785083345912	510.379639135389	251.560080702629	420.09461958788	256.647016188405	589.793660009228	1
MT1F	1	1	1	1	72.6322199449786	1	1	1	1
MT1X	73.2874301031653	1	44.4276815276944	76.5500594831847	1	75.7803421050967	1	1	1
MTCH2	1	1	29.498659546633	78.9449891122255	1	1	44.486041684512	74.1306524461558	1
MTFMT	1	1	1	1	1	1	1	27.2820164869926	1
MTFP1	44.7868447905038	1	1	1	59.7837909483294	1	1	1	1
MTFR1L	1	1	1	1	1	1	1	1	48.2011828740208
MTHFD2	1	1	1	1	1	1	33.0771358910843	32.393732041417	22.8959927227111
MTMR11	1	1	17.7011904012635	1	1	1	14.516371705637	1	1
MTMR14	1	1	25.8851330804983	1	1	1	25.8579855076056	21.7614863755167	1
MTPN	46.871608516482	123.460784521522	61.0824853361225	1	50.5125755486574	1	83.6942260089387	49.2193453826175	345.882043886232
MTSS1	1	1	1	1	1	1	24.6055530020464	1	1
MVD	1	1	1	38.1556498636541	1	1	1	1	1
MX2	1	1	16.2820171148204	1	1	1	21.4979501899359	22.2714495794538	1
MYADM	51.2309234784637	1	53.4185562935972	1	1	32.383230025152	40.7854409840729	49.5184785428388	1
MYC	70.8771978085779	56.4688854234438	1	1	42.8212390716626	94.6072622280901	1	1	1
MYCL	1	1	1	1	1	1	1	26.886607052275	1
MYD88	1	1	31.0020101954917	27.0369824852511	1	1	47.0862744308827	34.8429061232111	12.166931903272
MYL9	1	1	1	1	1	1	1	1	5563.68457163602
MYLIP	171.790054195017	129.405177570963	1	210.293784636443	195.317606809277	147.949712618068	43.5071035334671	58.2695662232726	1
MYLPF	1	1	1	1	1	1	1	96.2894598682176	1
MZB1	1	71.0768117121944	1	1	1	1	1	88.6547850520588	1
MZT1	1	115.279350870407	1	1	1	1	58.8467811160772	57.360956968207	1
MZT2A	230.114883367322	116.260953263039	49.1867959332934	92.8175790753732	143.3655818223	176.586474779906	1	160.451569635467	1
N4BP2L1	64.4856787770775	33.643280364563	1	1	31.9551875544309	1	1	19.7709145660997	21.7343784311324
NAAA	39.4045129030133	1	67.2248041978014	1	41.3013639782521	1	145.365069030801	50.803454289188	1
NABP2	1	1	1	1	1	1	27.8476059696872	1	1
NADK	1	1	1	1	1	1	26.4958690763508	1	1
NAE1	33.1211300996224	1	1	37.916140957007	1	33.2813290610078	1	10.6681583414707	8.28870400233221
NAGA	1	1	1	1	1	1	62.2030927539853	48.9695947372837	1
NAGK	1	1	22.8084076167934	1	1	1	22.5920375942884	27.4672831585548	1
NAMPT	1	1	20.449579055544	1	1	1	53.0064943896073	25.7950097089654	1
NANS	1	1	55.0668121395204	1	1	1	62.1539105866336	67.6688903852694	1
NAP1L4	46.7515426672349	1	1	39.3398316480414	38.590062599999	45.1369079921981	1	9.85966460753366	1
NAPRT1	1	1	70.5323434118392	1	1	1	63.4215932947407	43.8855617396142	1
NARS	34.4583795078672	1	1	29.8610778019716	1	1	1	17.7676061199612	1
NASP	1	31.3193017802622	1	30.3552897281533	21.9066214804229	1	1	1	1
NAT9	1	1	1	1	1	1	1	29.7721637281405	1
NCBP2	19.9039103965448	1	1	24.7161779027874	1	1	1	11.3012443145857	1
NCF1	1	112.826389761348	64.1974488551337	1	1	1	1	30.0014527299788	1
NCF2	1	1	386.235424132258	1	1	1	247.787061670689	163.162587225649	1
NCF4	1	166.97761740667	113.174212255404	1	1	1	63.9714315197447	119.709643820704	1
NCK1	34.2974680325381	1	1	47.2702793558414	44.0384553020263	1	1	20.8054994357682	1
NCKAP1L	1	1	27.596251623651	1	1	1	63.7419717282672	59.5394948082085	1
NCOA4	17.7089513931137	1	1	1	1	1	25.8873519083106	23.5130542307408	633.482886398337
NCR3	1	1	1	97.7638233257151	84.2367928407652	1	1	1	1
NDNL2	297.910216018527	268.512227026295	1	348.916726579293	230.295660274199	415.00802731655	93.5669814741267	155.719485277339	104.393452506038
NDUFAF1	1	1	1	1	103.796394829878	1	1	1	1
NDUFAF2	1	1	1	1	121.891307347243	1	1	108.848922943601	1
NDUFAF3	111.949734656096	119.612909127267	108.869337232868	113.26554854855	136.557151559947	128.068370974899	116.506434853352	127.457215903558	850.077342433511
NDUFAF4	51.7372260659692	1	1	1	78.9225183371113	1	1	1	1
NDUFV3	1	1	27.8811011747222	1	1	1	25.1127024835737	41.6346200252898	1
NELFCD	1	40.182621746959	1	1	1	1	1	21.5511998109329	1
NELL2	1	1	1	1	1	32.7577833179702	1	1	1
NEMF	1	36.8069576263862	1	1	1	27.9101588615703	1	16.3170839017299	1
NENF	160.553456060012	137.692097832493	258.206359342396	113.276584602381	163.703432962202	212.969692995124	108.505354440122	313.025727985795	1067.1170312201
NEURL1	1	1	1	1	1	1	39.9096853213124	1	1
NEXN	1	1	1	1	1	1	1	1	90.5849944627434
NFATC2	1	1	1	28.2619782900413	1	1	1	1	1
NFATC3	1	1	1	46.5510072637242	1	1	1	1	1
NFE2	1	1	28.8815349038116	1	1	1	1	1	137.305001335802
NFE2L2	1	1	1	1	1	1	1	25.7184810958394	1
NFKBIB	1	1	1	53.3470343839483	1	1	1	1	10.720509171693
NFKBIE	1	1	1	1	1	1	1	45.8383058338785	1
NFKBIZ	27.0949415294341	1	35.2042461814376	1	1	34.3178205090598	84.9310657713157	41.3095964706878	1
NFU1	42.0526196398629	63.3539840700754	1	132.767881591248	69.2449622496405	1	36.2086153938531	38.1021486219216	1
NFYC	1	1	1	1	1	1	18.8124233894489	1	1
NGFRAP1	93.2790619634505	1	1	1	1	102.629585975853	1	1	2035.46337290748
NGLY1	1	1	1	1	1	1	1	37.9147080107458	1
NHLRC3	1	1	1	46.5809356340002	1	1	1	39.8145515034351	1
NIFK	47.2731755934681	1	1	85.9635643913902	1	1	26.1436695939011	29.7443913136751	14.5196605250175
NINJ1	40.2022101373718	1	113.280028827085	1	1	38.8151909723343	239.477378597815	1	153.607942489689
NIPA2	1	1	1	1	1	1	1	25.7516667215814	1
NIPSNAP3A	1	1	74.4266210799264	1	1	1	106.16493384125	83.8504119240235	1
NIT2	33.8015319927663	1	1	1	1	1	1	46.3818422625082	1
NKAP	1	1	1	81.7060608815276	1	1	29.9500073496154	95.863336452395	1
NKG7	217.652674956072	130.172071130038	164.852704150832	24943.6705362424	9766.48850451624	340.20455234644	231.014309088732	122.017569292674	133.367855648229
NME1	1	1	1	1	1	1	1	36.4045863524403	1
NME1.NME2	1	1	1	1	1	1	1	57.3226256429339	1
NME4	29.9983926402364	49.3052180811538	1	48.3008723510029	1	1	25.1514419390762	37.1716414552998	1
NMRK1	62.7620608674951	1	1	47.2462203584213	1	58.7848452283107	1	1	1
NMUR1	1	1	1	62.3216845951472	1	1	1	1	1
NOA1	45.8550707492672	1	1	1	1	1	35.3547455808095	89.8935318156006	1
NOB1	83.3681683983586	75.449143502425	1	1	58.1654122308384	76.9745769443806	1	98.5244639824614	1
NOC2L	1	36.3296940666518	1	42.9464566643063	35.9938919765792	1	24.3034859623651	14.2058427284839	1
NOC4L	1	1	1	1	1	1	1	84.0590527061034	1
NOP58	91.2553114254955	44.1305105396346	1	461.809651875451	1	95.42960436897	1	30.1368972824476	1
NOSIP	233.4840606401	38.429869569164	45.3979869744278	93.4914213952536	115.297032921213	272.527183243447	78.5585398335796	58.0882151793852	1
NOTCH2NL	1	29.9409520846738	16.8653971521864	1	1	1	15.6187520320172	26.1870591154294	1
NPL	1	1	1	1	1	1	25.1902346654838	1	1
NPM3	92.0751585910209	1	1	1	1	137.511166491005	1	80.302261238385	1
NQO2	1	1	80.1415081476487	1	1	1	49.4820422370777	59.7059335522317	1
NR1H2	27.3399098779336	41.5109597405738	1	1	37.4106387536993	35.3570739817422	26.2289022938027	18.0066391973364	1
NR4A1	1	1	20.1612179047764	1	1	1	16.938009073585	24.0284509314277	1
NRBF2	1	1	1	1	1	1	54.6413404508921	39.063899182873	93.8060511798998
NRBP1	1	1	1	46.0861182599098	1	1	19.9208025128863	1	1
NRD1	1	1	1	1	1	1	1	36.4503630936111	1
NRGN	1	1	80.2479363631544	1	1	1	1	26.7831142815791	4138.52804924695
NRROS	1	1	74.9200440762877	62.3193715555807	1	1	57.0609319627739	95.6795880201013	1
NSFL1C	1	23.956587139928	1	1	1	1	16.26902442959	16.196953545272	1
NSG1	20.8813228197217	1	1	1	22.8302924148661	1	1	1	1
NT5C	1	91.8381156811116	1	69.852559729972	66.8559423697266	1	33.0970386687393	45.5469936005934	1
NT5C3A	1	59.6171799657945	1	1	1	1	1	21.8857562519754	282.428813592925
NT5DC1	31.8608701826922	1	1	1	32.6268421551619	1	1	1	1
NTAN1	1	1	1	43.6589440736947	1	1	1	1	1
NTMT1	48.4204449656943	1	1	1	1	1	43.5801812742836	1	1
NUB1	1	1	1	53.9846921271336	1	1	22.2412704641825	28.0891296488102	1
NUBP1	75.1146198952569	89.0292729900224	60.8258891841402	1	1	1	83.3798088270413	96.9562202894097	1
NUCB2	28.7518336869346	1	1	1	36.5913518172875	49.8009712887578	1	1	1
NUDCD2	39.7615822061154	1	1	1	30.0399313170846	1	1	14.4487386922696	1
NUDT1	74.2862908917645	1	59.5155726241763	1	1	61.1067110695521	84.8995984095015	141.243571678196	1
NUDT16	1	1	27.8519737795443	1	1	1	30.1524286889953	15.8283668010559	1
NUDT16L1	52.4699413621721	1	1	53.943002953996	68.6814852281821	60.3382254362222	1	52.3819194393049	1
NUDT2	211.190149944649	1	140.237459094531	1	147.529865497248	135.31337491404	162.313839358867	175.722564208792	1
NUDT21	46.2093206573963	1	1	60.4432695311934	43.7431367351051	1	22.7929400072669	1	1
NUDT22	1	1	31.437171245298	1	1	1	20.3913853233494	35.0820851048264	1
NUDT3	1	1	1	1	1	1	29.7511790887542	1	1
NUDT5	50.7282188754156	1	1	65.2905885661124	48.5713082942335	1	28.6702944564927	41.4872986072745	1
NUP210	1	1	1	34.5993686644633	1	1	1	30.9857322160241	1
NUP214	1	1	52.148733738483	1	1	1	25.9547645124108	13.33976477376	1
OAF	1	1	1	1	1	1	1	62.3984797148029	1
OASL	1	1	1	1	1	1	42.5784615280256	1	1
OAZ1	501.257094975726	734.246205086065	1397.56336943898	584.963561859935	676.130695865598	430.133845086728	1774.23897789024	1056.85610412761	3387.22394998658
OAZ2	1	1	55.7259275588194	36.5175208372263	1	1	78.4552876062541	45.462430639366	1
OBFC1	97.7328772669445	1	1	180.319449909272	106.411828074006	86.8709448794182	1	71.9936610951417	1
OCIAD2	221.668894721802	129.680539471627	1	106.351938458934	189.528406693032	190.162929709042	1	1	1
ODC1	133.380386916249	168.238046520438	1	49.6865531143272	1	66.3095577134533	41.0704813120039	39.1967319291483	1644.14966895093
ODF2L	25.1696368079451	1	1	36.9478513853114	35.7919374403411	1	1	1	1
ODF3B	1	1	154.91709925497	1	1	1	98.1696871002677	89.7272029072921	1
OFD1	29.1857092930177	49.9321984583105	1	1	50.9604222975763	1	1	80.7436174594045	1
OGDH	1	1	1	1	1	1	1	26.3762540971916	1
OGFR	1	1	52.6236206492329	65.8478395919702	1	1	51.4171662451254	42.0449196576988	1
OLIG1	1	1	1	1	1	1	35.4891483650857	1	1
OPN3	1	43.6677025391824	1	1	1	1	1	22.248376136288	1
OPTN	117.026709429612	1	1	100.029974730551	81.8889332254222	43.0489744407408	1	1	1
ORAI1	87.3065636622022	1	1	49.4741562539064	71.6754347529558	1	1	30.5385831186715	21.7223138880803
ORAI2	1	32.8020656792307	1	1	1	1	1	1	1
ORAI3	1	1	44.268633834683	61.6213346640199	1	1	32.6201437489547	43.0079631960303	1
ORMDL2	53.7707174079657	1	1	93.1079178185533	70.26174281875	1	57.91971499709	1	1
ORMDL3	48.4909073212889	1	1	61.8775636426516	79.5617084989518	52.7184211768146	1	1	35.6425103158031
OSCAR	1	1	31.8073263355591	1	1	1	44.1837526803681	1	1
OSM	1	1	71.9326049061302	1	1	1	1	1	1
OXLD1	33.8978113312361	1	1	49.0923947319482	1	1	34.3918227179288	1	1
OXNAD1	34.8840042980125	1	1	1	36.8050961363047	63.9257807548198	1	1	1
P2RX1	1	1	1	1	1	1	44.560033682687	1	147.946020177391
P2RX5	1	156.846928711273	1	1	1	1	1	1	1
P2RY10	1	90.893849098112	1	1	1	1	1	1	1
P2RY13	1	1	1	1	1	1	51.2530360503883	128.478018360477	1
P2RY8	53.6252921374332	1	1	61.5185416177319	79.8862399727762	57.6045558727231	1	1	1
PABPC4	17.0421550604151	1	1	1	1	21.2882395320018	16.2574126660418	1	1
PABPN1	1	1	1	34.0075342202045	1	1	1	40.5340154901588	1
PACSIN2	1	1	1	1	1	1	1	25.5022600711361	103.538133638453
PADI4	1	1	1	1	1	1	1	78.0441869690119	92.6985817833843
PAFAH1B3	1	1	1	1	1	1	1	55.4540694911035	1
PAG1	26.0646119052404	1	1	1	1	1	18.415762347653	1	1
PAIP1	1	1	1	1	1	1	30.2118687605886	32.5921717793057	1
PANK2	1	1	1	1	1	1	24.5174877839976	1	1
PAPSS1	1	1	1	1	1	1	38.3787424945073	1	1
PARP1	34.1096133724667	78.0618828184317	1	34.4875572808858	1	1	1	16.0042106443905	1
PARP12	1	1	1	1	1	1	1	23.0820850013716	1
PARP14	1	1	17.2878924685165	1	1	1	1	1	1
PARVB	1	1	1	1	1	1	1	22.5060122858425	623.250536883861
PARVG	1	29.7022123849422	33.4466179231639	1	1	1	33.910930621471	33.9071239502176	22.4513816155303
PASK	45.1247125993863	1	1	1	1	1	1	1	1
PATL2	1	1	1	68.6339550441412	1	1	1	1	1
PBDC1	111.437315240244	1	1	238.91030481987	143.003119999445	1	59.2957611430901	83.3888408659076	1
PBXIP1	94.1283187751826	1	1	59.3006994024879	95.4511064836328	62.1821212840628	1	1	1
PCBD1	1	1	95.970817460912	1	1	1	80.3083617738926	114.913105284895	1
PCED1B	1	1	1	1	1	37.2471448643672	1	1	1
PCF11	1	1	1	1	1	1	1	21.9767559384756	1
PCGF5	28.0772501823048	1	30.6107717552987	1	1	1	57.2243962658498	28.1295130045628	1
PCID2	31.6161539529318	1	1	1	32.4060580776234	1	1	1	1
PCNA	96.567055023427	1	1	184.374938301075	1	1	62.7145227670119	101.61337929797	1
PCP2	1	1	1	1	1	1	1	1	795.354108299696
PCSK7	14.5764661248825	1	1	23.4388085710206	20.6962927986384	1	1	1	1
PDCD10	41.4796798061303	46.1214823115952	1	53.6300331837801	45.0984041033425	1	1	1	30.371994193873
PDCD7	60.2756812159902	1	1	71.3333058320839	72.7337054003311	1	1	92.2553718551075	1
PDIA4	47.4087080033781	1	1	105.618439052978	1	1	1	24.9294987925269	1
PDLIM1	1	339.668682864406	1	65.836788862096	1	1	1	106.590674789541	1307.9801294566
PDRG1	1	1	1	135.643154334336	1	1	1	63.8851295740731	1
PDZD11	1	1	1	147.272611932173	1	1	76.7066071214953	66.3071008020804	1
PDZK1IP1	1	1	1	1	1	1	1	1	665.487403527123
PEA15	1	1	1	1	1	1	1	60.8670235414179	1
PEF1	38.5693710253248	65.6109491431531	1	89.8965421428915	41.5765868905816	47.6785073926644	1	54.0651268380412	1
PEPD	32.5295462799585	1	53.0197310650607	56.3232035387519	1	1	45.5370875770727	33.620879272517	1
PET117	1	1	1	139.484163063708	1	1	1	1	1
PEX2	1	1	1	41.9010808508744	1	1	1	1	1
PF4	1	1	1	1	1	1	1	1	76428.5414399551
PGD	1	1	126.493020732987	1	1	1	51.7763524012725	63.9207484352371	186.507239330119
PGP	1	1	43.2908990016427	1	1	1	34.692455591137	30.3662162641604	1
PGRMC1	1	1	1	1	1	1	1	1	1679.84114809815
PHACTR1	1	32.1215007514105	1	1	1	1	1	70.284798692663	1
PHAX	28.6220130096769	1	1	1	40.9463627472004	1	1	1	1
PHF14	1	35.6064764339164	1	34.7892444079794	1	1	1	1	1
PHF19	1	1	1	1	1	1	26.8226870140175	1	1
PHF20	1	1	1	1	27.597102998763	1	1	1	1
PHLDA2	1	1	1	1	1	1	1	257.099799718174	1
PIAS1	1	1	1	1	1	1	1	24.0197877523416	1
PICALM	1	1	1	1	1	1	1	205.024824104703	27.1671487443799
PID1	1	1	23.523067289841	1	1	1	1	23.0839893325131	1
PIGC	33.2776007687371	1	1	48.9766741566432	1	30.5727234552287	1	16.8040958934364	1
PIGT	1	1	1	64.035391780049	1	1	23.6317269762134	20.5161057888529	1
PIH1D1	37.1198920830079	54.1170689768682	1	43.4523906070576	34.5793580183398	1	23.1128408763707	26.0217993374185	1
PIK3AP1	1	1	1	1	1	1	47.2058682323169	1	1
PIK3CD	1	1	1	1	1	1	1	28.3496808453144	1
PIK3IP1	87.6926299112285	34.6928025102905	1	49.0853720003567	51.9322268906447	121.497755692463	1	1	1
PILRA	1	1	178.680288867634	1	1	1	469.883049438423	76.5159947862329	1
PILRB	1	1	1	37.6280049554433	1	1	1	16.3432161915457	1
PIM1	171.737406786566	1	1	315.345587290666	246.426986452709	171.264314281146	1	26.671791054916	1
PIM2	70.2775866432151	54.8065291293333	1	52.0827009470049	51.9584655423768	75.2067214816996	1	1	1
PIM3	61.8313106423946	66.0007750513792	73.893716740173	1	1	1	41.3105521347432	1	1
